Row,z_1,z_2
abalone,0.789434320863649,1.96638562428792
abalone_ori,-0.998277728147837,-1.28554102822919
appendicitis,0.423340581992817,0.580306015749683
asbestos,0.0645018444503294,1.37570153227835
audiology_std,-2.58764076340372,-2.16669690959499
australian,0.755908923636364,1.36781346881142
auto1,1.97611832265969,2.64971506552713
auto2,0.873335050033158,2.89052474423619
auto4,0.100533859431477,2.55323701278905
auto5,-1.08556317165863,1.15166837862615
auto6_1,-1.17425474037217,1.0909756757959
auto6_2,-0.904422979585712,1.24421287549452
auto6_3,-1.79016772370013,0.669156771929402
auto7_1,0.279550419718121,2.7119559324423
auto7_2,0.601410291578515,3.66392659158187
auto7_3,0.0934940612116589,2.5535885396613
auto8,-2.23742028409996,-0.293266583743294
automobile,-2.51967590163405,-0.282488356430765
bach,-1.64212542931958,-2.57172092812297
balance,0.576678356654745,0.704179374225726
banana,1.82855279415509,1.96142302850956
bankruptcy,-1.08318592488386,-0.106860987465703
blogger,1.07843846744891,2.39360118898875
blood,2.00337922530568,2.80300452275025
breast,1.13141009933049,3.0380915738343
breast_cancer,1.2114568931937,3.063471959515
breast_cancer_wis_dia,0.726296856113116,-2.04877453129915
breast_cancer_wis_dia_no_Nas,0.642661597401996,-2.11124643085234
breast_cancer_wis_ori,-0.532485741137204,-2.42274921129738
breast_cancer_wis_pro2,0.120573703456817,2.09223905323914
breast_tissue,-2.12413149479606,-1.09757297097516
breast_tissue_merged,-1.98108574927653,-1.815746727302
bupa,1.25225983018054,3.64221638458187
car,0.479061397434172,-0.323480489042028
cardio10,-1.14619244132047,-1.4248992340439
cardio3,0.935447934519365,-0.547775288437924
chess-krkp,0.964157422009278,0.735104950003825
chronic_kidney_disease,-0.880646810452992,-2.90205740446495
chronic_kidney_disease_full,-0.917627197254905,-2.87554526410759
cilinder,-0.0231584397190647,2.4524596796422
cilinder_no_NAs,0.0463376691785924,2.86985096678186
climate,1.0598574207159,-0.268060758698259
cnae9,-0.768272568975769,-1.06851829335199
congressional,1.04177486896566,-1.2921213935371
congressional_no_Nas,0.795781385443392,-0.977420427672878
connectionist_vowel,-1.94518999895608,-1.45872371398043
contraceptive,1.17941784881638,3.59793772271375
credit_no_Nas,0.457913015270925,1.23061356362085
diabetic,1.57804261158589,3.59529187767843
echocardio,-1.30896418150071,-1.72944604304635
echocardio_no_Nas,-0.868924019145191,-1.0398763499208
ecoli,-1.59707564266222,-1.81896851372994
fertility,1.70559893859102,1.33048395271941
firm,2.11700571960629,-0.844347744968233
first,0.512620612395471,-1.61516676700567
flare,-0.389595724695696,-0.544852080348856
forest,-1.2697447682433,-0.852245791991598
fourclass,0.566468771355126,-0.867248915147494
gesture_va,0.951439774101202,1.55659484730251
grammatical_a1,0.576074048098711,0.60363532027082
grammatical_a2,-0.0364697525899806,-2.37400480908613
grammatical_a3,0.383932194301289,-1.01874820041847
grammatical_a4,0.497067845106706,-0.833895179727466
grammatical_a5,0.32723519278189,-0.0375011201171536
grammatical_a6,0.15428502026769,-1.83974282473766
grammatical_a7,0.710191724700144,-0.792438722534778
grammatical_a8,0.499373300562914,-0.555591168137286
grammatical_a9,0.35109122894849,-0.797855950704103
grammatical_b2,0.967941612567576,0.10486250696373
grammatical_b3,0.281210938700035,-0.773630421473333
grammatical_b4,0.39485737652972,-0.592107958955132
grammatical_b5,0.283875672463574,0.279818726043539
grammatical_b6,0.743715809857204,-0.533560882103111
grammatical_b7,0.585113625890325,-0.681959016790689
grammatical_b8,0.112621188763187,-1.0022983904162
grammatical_b9,0.668821092160218,0.413149966199384
haberman,1.48014964986928,3.07334277032468
hayes,-0.22328734955403,1.99116004973188
heart_cleverland,-0.21936463602979,1.18747491197855
heart_cleverland_no_Nas,-0.24461923937422,1.19459166903582
heart_hungarian,-1.03302466736163,-1.33272297969285
heart_hungarian_no_Nas,-2.36081314239014,-0.250998396556554
